_id,data.created_at,data.favorite_count,data.favorited,data.id,data.is_quote_status,data.lang,data.possibly_sensitive,data.retweet_count,data.retweeted,data.source,data.text,data.truncated,data.user.id,data.user.name,data.user.screen_name,data.user.location
638625d2073ea59a7af54db1,Tue Nov 29 15:31:02 +0000 2022,0,false,1.59761E+18,false,fr,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@_BeFootball Il va rien faire du tout,false,1.12773E+18,zakataka_tawotawo 🇨🇩🇨🇦,BWilanga,"Ottawa, Ontario"
638625d2073ea59a7af54db2,Tue Nov 29 15:31:00 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>","“The problem is that #BC isn’t planning to generate enough electricity to meet its #2030ClimateTargets,” before eve… https://t.co/Ri7S1j7xfW",true,2587748954,The Energy Mix,TheEnergyMix,Ottawa
638625d2073ea59a7af54db3,Tue Nov 29 15:30:58 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>",The Ottawa Police Services Board abruptly ended its meeting Monday as public delegates held a protest demanding act… https://t.co/WtF4D8qxiD,true,21212604,CTV Ottawa,ctvottawa,"Ottawa, Ontario"
638625d2073ea59a7af54db4,Tue Nov 29 15:30:54 +0000 2022,0,false,1.59761E+18,false,fr,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@alexandrepratt Ton per diem ne te fournira pas 2000 calories par jour 😉,false,121887615,SYL20 🧭🇺🇦🚗🔋⚡️,syl20boi20,"Gatineau, Québec"
638625d2073ea59a7af54db5,Tue Nov 29 15:30:53 +0000 2022,1,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@GraemeNichols I've been of the opinion that the team must know at least something but trading an asset under these… https://t.co/fB2PuvLi2J,true,1.29918E+18,Uncle Shickadance ✈️ 🇨🇦 613,That80sG,"Ottawa, Ontario"
638625d2073ea59a7af54db6,Tue Nov 29 15:30:50 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@_benui thanks, all done in a custom game engine",false,322715600,Owen Deery,owendeery,"Ottawa, ON"
638625d2073ea59a7af54db7,Tue Nov 29 15:30:46 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@118Thumper118 @ElseSlayer What's that got to do with the price of butter? 😂

But seriously, yes, yes and yes, except for Scrappy Doo!",false,24170858,Dave Smalldon 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇨🇦 (AlienWooshie),davesmalldon,"Ottawa, Canada"
638625d2073ea59a7af54db8,Tue Nov 29 15:30:42 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NatashaZimmers As a Canadian student and teacher I know what it is. My daughter denies having heard it called that… https://t.co/oUxMmYpv3t,true,71663806,Sarah Jane,northofBarrie,"Ottawa, Ontario"
638625d2073ea59a7af54db9,Tue Nov 29 15:30:41 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pain is starting to subside. https://t.co/B85iuW36lQ,false,3368385915,Lindsay 🎮 Harvestella,WitchOats,"Ottawa, Ontario"
638625d2073ea59a7af54dba,Tue Nov 29 15:30:35 +0000 2022,0,false,1.59761E+18,true,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JenStewartOtt  will you help me with a RT? 

https://t.co/rpv5ikYyWa https://t.co/iy7e0tnm7d",false,1.22291E+18,Ava-OTO,Onlytakesone20,"Ottawa, Ontario"
638625d2073ea59a7af54dbb,Tue Nov 29 15:30:35 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TheJFreakinC Traumatic head injuries are mandatory to be elected to the Republican Party.,false,1643438737,Megs,the_meghaning,Ottawa ON
638625d2073ea59a7af54dbc,Tue Nov 29 15:30:34 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Seeds Canada Members are about to hear all about what we have been busy working on from our senior management team… https://t.co/dAy15557wS,true,425574454,Seeds Canada,Seeds_Canada,"Ottawa, Ontario"
638625d2073ea59a7af54dbd,Tue Nov 29 15:30:34 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://www.twittascope.com"" rel=""nofollow"">Twittascope</a>",Being part of a community that shares your views on important ... More for Aries https://t.co/bhzrBI9zZh,false,202369531,Nancy Nguyen,_NancyNguyen,Ottawa
638625d2073ea59a7af54dbe,Tue Nov 29 15:30:33 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DPatel_PharmD And yet his common sense trumps your opponents so-called compassion, why don't you argue the issues… https://t.co/xhg1Bgw4Jd",true,1.47161E+18,opsguy111,opsguy111,"Ottawa, Ontario"
638625d2073ea59a7af54dbf,Tue Nov 29 15:30:33 +0000 2022,1,false,1.59761E+18,false,fr,,1,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CORRECTION! Watson est là. Je ne l'avais pas vu.,false,24190618,Sylvain St-Laurent,Syl_St_Laurent,"Ottawa, Ontario"
638625d2073ea59a7af54dc0,Tue Nov 29 15:30:32 +0000 2022,0,false,1.59761E+18,false,fr,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pratique des Sénateurs ce matin, Anton Forsberg est présent.",false,89265112,Marc Brassard,mbrassard,"Ottawa, ON"
638625d2073ea59a7af54dc1,Tue Nov 29 15:30:32 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",New collaboration between CAGBC &amp; @UofT to research solutions for embodied carbon reductions from building material… https://t.co/LkMROdkNiv,true,179957954,CAGBC,CAGBC,Ottawa
638625d2073ea59a7af54dc2,Tue Nov 29 15:30:31 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jbru11 @MikeDrucker @GeraldLeroy6 He left after the fall of apartheid. So yes, to avoid military service, but not… https://t.co/9UwFgNirNF",true,129870013,average rando,hfjohnsen,"Ottawa, Ontario"
638625d2073ea59a7af54dc3,Tue Nov 29 15:30:28 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Insurance can get complicated. Our latest blog post explains the basics. If you have questions, we can help.… https://t.co/0kyHcdT1Wj",true,480524580,CrossPoint Financial,CrossPointFinan,"Ottawa, Ontario Canada"
638625d2073ea59a7af54dc4,Tue Nov 29 15:30:28 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vote for the #LionsCelly for #BudLightCelly of the Week!,false,1.56987E+18,Thomas White,DetriotLions32,"Ottawa, Ontario"
638625d2073ea59a7af54dc5,Tue Nov 29 15:30:27 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://www.twittascope.com"" rel=""nofollow"">Twittascope</a>",Balancing recent family and career commitments could be a chal... More for Virgo https://t.co/GCmNxAND1W,false,18690262,Brady,bradyjprimes,"Ottawa, Ontario"
638625d2073ea59a7af54dc6,Tue Nov 29 15:30:26 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@aureliusraines2 May tomorrow be so boring it almost brings you to tears,false,8.34778E+17,Stephen Coghlan 🇨🇦,WordsBySC,"Ottawa, Canada"
638625d2073ea59a7af54dc7,Tue Nov 29 15:30:26 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@PaulChampLaw You know I agree with this. They could probably hold an entirely separate inquiry on this point thoug… https://t.co/OdhJUT8hAr,true,3347822225,Alyssa Tomkins,alyssa_tomkins,"Ottawa, Ontario"
638625d2073ea59a7af54dc8,Tue Nov 29 15:30:21 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Worth reading. https://t.co/AkKkunbXfr via @nationalpost,false,7.16993E+17,Andrew Hall,AndrewHallCan,"Ottawa, Canada"
638625d2073ea59a7af54dc9,Tue Nov 29 15:30:21 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://contentstudio.io"" rel=""nofollow"">ContentStudio.io</a>","“Hi, my name is 𝘿𝙖𝙫𝙞𝙙 𝙁𝙧𝙚𝙮. I don’t usually endorse other people’s products, but in this case I’m making an excepti… https://t.co/r2Ggqidh2v",true,5750402,James Maduk,wpgrow,Ottawa
638625d2073ea59a7af54dca,Tue Nov 29 15:30:19 +0000 2022,1,false,1.59761E+18,false,en,false,1,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The SSI journey begins.
#owasp #ottawa @BsidesOttawa #bsidesottawa #identity #SelfSovereignIdentity https://t.co/Je2MYOWQvb",false,385718218,OWASP Ottawa,OWASP_Ottawa,Ottawa
638625d2073ea59a7af54dcb,Tue Nov 29 15:30:19 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@lordsweetpotato @StephenPunwasi Lot braver than me looking that far out. Climate is playing a bigger role every ye… https://t.co/FLmZt2ComQ,true,1.48783E+18,Ottawa centric,CentricOttawa,"Ottawa, Ontario"
638625d2073ea59a7af54dcc,Tue Nov 29 15:30:19 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@shortstack_dan @jamiezjohnson @QuantumNFT gm Dan! Best wishes to your sick computer &lt;3,false,1.36971E+18,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada"
638625d2073ea59a7af54dcd,Tue Nov 29 15:30:15 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@tersthebear So so happy this post came to you at the right time! Hope you're feeling a bit better after reading it,false,87674057,Maddy Eisenberg (vaccines work 💉),maddyeisenberg,"Ottawa, Ontario"
638625d2073ea59a7af54dce,Tue Nov 29 15:30:15 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RoughChopOttawa Gotta love the memorial graphic that Sgt Maria Keen (@sgtonpatrol) shared recently. In addition to… https://t.co/5EARj3J4kB,true,207664048,mhbvickers@mas.to - Michael H Vickers,mhbvickers,"Ottawa, Ontario"
638625d2073ea59a7af54dcf,Tue Nov 29 15:30:11 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Do you want to win a NYC Holiday Getaway to see @mariahcarey at Madison Square Garden and $10,000!? 

Tune in to MO… https://t.co/0Mj9JRhG5V",true,49643962,Ottawa’s MOVE 100,Move100Ottawa,Ottawa
638625d2073ea59a7af54dd0,Tue Nov 29 15:30:10 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Partyof3blog You too, my friend. 💜",false,37109075,Mx. Amanda Jetté Knox,MavenOfMayhem,"Ottawa, Canada"
638625d2073ea59a7af54dd1,Tue Nov 29 15:30:09 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Sethalos @TorontoStar About what ?,false,1576301246,lindylou,stephen_belinda,Ottawa Ontario
638625d2073ea59a7af54dd2,Tue Nov 29 15:30:07 +0000 2022,0,false,1.59761E+18,true,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@smwgilbert will you help me with a RT? 

https://t.co/rpv5ikYyWa https://t.co/iy7e0tnm7d",false,1.22291E+18,Ava-OTO,Onlytakesone20,"Ottawa, Ontario"
638625d2073ea59a7af54dd3,Tue Nov 29 15:30:06 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","The #K4DM22 Marketplace continues this week with policy-relevant research updates on #ClimateChange, gender equalit… https://t.co/rsvWTvZ2SW",true,40065170,IDRC | CRDI,IDRC_CRDI,Ottawa
638625d2073ea59a7af54dd4,Tue Nov 29 15:30:06 +0000 2022,0,false,1.59761E+18,false,fr,false,0,false,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Le marché #K4DM22 continue avec des mises à jour de recherches pertinentes pour les politiques sur les changements… https://t.co/KghRg2Syzd,true,40065170,IDRC | CRDI,IDRC_CRDI,Ottawa
638625d2073ea59a7af54dd5,Tue Nov 29 15:30:05 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@StephenRWade3 @TrueNorthCentre They fought each other.  That convoy should have been way more effective but too ma… https://t.co/ScB9LtDfgD,true,116055795,‘Unacceptable’ Steamer,AbbyKadebby,Ottawa
638625d2073ea59a7af54dd6,Tue Nov 29 15:30:04 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","PODCAST: Wake Up with Rob Snow - November 29, 2022 https://t.co/1sRZR2hSBn",false,190738551,CityNews Ottawa,CityNewsOttawa,"Ottawa, Ontario"
638625d2073ea59a7af54dd7,Tue Nov 29 15:30:04 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@maritstiles If your budget is dependent on one time development fees to provide service, then your tax rate is too… https://t.co/7abBZj56he",true,1.58243E+18,NU,OOOPSIDIDI,Ottawa
638625d2073ea59a7af54dd8,Tue Nov 29 15:30:02 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://www.twittascope.com"" rel=""nofollow"">Twittascope</a>",You're probably eager to share a good time with friends today.... More for Aquarius https://t.co/xN5uNaZsre,false,164097337,Michele Bishop,MichMBishop,"Ottawa, ON"
638625d2073ea59a7af54dd9,Tue Nov 29 15:29:58 +0000 2022,0,false,1.59761E+18,false,und,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@LamboJohnny https://t.co/PkxDikG2Ix,false,184649744,Joseph Allaham,jo_stile,"Ottawa, Canada"
638625d2073ea59a7af54dda,Tue Nov 29 15:29:56 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do you remember when you joined Twitter? I do!  Faith, Family&amp; Freedom! https://t.co/R8I5qHLBWV",false,422806138,Dariusz Smulski,SmulskiDariusz,"Ottawa, Ontario"
638625d2073ea59a7af54ddb,Tue Nov 29 15:29:54 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@Liz_Wheeler @elonmusk Everyone talking about apple taking Twitter off the App Store. 
But @tim_cook s @Apple App S… https://t.co/PS3MNMjgwh",true,363741368,Peierre Elliot Trudeau,BustinThrewDoh,"Ottawa, Ontario"
638625d2073ea59a7af54ddc,Tue Nov 29 15:29:52 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cavey explory
#furryartwork #kobold https://t.co/EIMwhqAuDy",false,8.19353E+17,🌻CrystalFenn🌻,CrystalFenn_,"Ottawa, Ontario"
638625d2073ea59a7af54ddd,Tue Nov 29 15:29:48 +0000 2022,0,false,1.59761E+18,true,en,false,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I wish I lived in Rome!!! https://t.co/OWxvrOWX8k,false,1.36971E+18,aaronrferguson.eth (he/him) 🇺🇦 | Слава Україні!,aaronrferguson,"Ottawa, ON Canada"
638625d2073ea59a7af54dde,Tue Nov 29 15:29:47 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@OttawaCitizen So the owner says that cheerleading girls primary purpose is to dress in skimpy outfits and are ther… https://t.co/pLGo10m8ux,true,137959796,Canadian | Masks Help Protect Lives,canadian_blues,"Ottawa, Canada"
638625d2073ea59a7af54ddf,Tue Nov 29 15:29:47 +0000 2022,1,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Tonyman21001 @rwtrask Lest we forget, the Habs already got a first-rd for taking Monahan, and could get another fo… https://t.co/wrv9uUtjA3",true,591948867,James Baxter,Baxfacts,"Ottawa, Canada"
638625d2073ea59a7af54de0,Tue Nov 29 15:29:42 +0000 2022,0,false,1.59761E+18,false,und,,0,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CHKN85 @BlinksTale 👍,false,322715600,Owen Deery,owendeery,"Ottawa, ON"
638625d2073ea59a7af54de1,Tue Nov 29 15:29:40 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@aaronrferguson Beer and doobs this week?,false,1.41254E+18,TAY 🦇🔊,0xTAY_,"Ottawa, Ontario"
638625d2073ea59a7af54de2,Tue Nov 29 15:29:36 +0000 2022,2,false,1.59761E+18,false,lt,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pristine Video #skateboarding #skatetwitter https://t.co/G4u2DlCb2G,false,587905990,SKATEBOARDING,SkaterGains,"Ottawa, Ontario"
638625d2073ea59a7af54de3,Tue Nov 29 15:29:34 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@strangebreed42 @Chukschiboy4 @EmodiMba Swears,false,1.55765E+18,Emir of Onitsha,Official_Bukkie,"Ottawa, Ontario"
638625d2073ea59a7af54de4,Tue Nov 29 15:29:34 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Good morning ☀️ https://t.co/zDBebJQBBa,false,7.84945E+17,Jean Goulard,jeangoulard1,"Ottawa, Ontario"
638625d2073ea59a7af54de5,Tue Nov 29 15:29:33 +0000 2022,0,false,1.59761E+18,false,fa,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",چرا انقلاب دمکراتیک مردم ایران پیروز می‌شود؟ https://t.co/os5PF7oeFW,false,2324142124,mehdi garmroudi,MehdiMatt,"Ottawa, Ontario-canada"
638625d2073ea59a7af54de6,Tue Nov 29 15:29:32 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BaseballMomazon That being smart.. raising your voice doesn't do nothing,false,1.29695E+18,SweetD,Habsgirl46,"Ottawa, Ontario"
638625d2073ea59a7af54de7,Tue Nov 29 15:29:30 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Haruko630770471 Anytime darling but i live in canada 🇨🇦,false,50864488,marc desbiens,spagnial,ottawa
638625d2073ea59a7af54de8,Tue Nov 29 15:29:27 +0000 2022,1,false,1.59761E+18,false,fr,,2,false,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",L'entraînement des #Sens débute à Kanata. Derick Brassard et Austin Watson sont absents.,false,24190618,Sylvain St-Laurent,Syl_St_Laurent,"Ottawa, Ontario"
638625d2073ea59a7af54de9,Tue Nov 29 15:29:27 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",And for those wondering. The objective of underwear is to protect your pants from bodily fluids. Much like a cloth… https://t.co/PSCDRqHpQF,true,66052632,Justin Kelly,JustinKellyOTT,"Ottawa, Ontario"
638625d2073ea59a7af54dea,Tue Nov 29 15:29:26 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ESA_EO @BAS_News Notice the lions face on the rebound of the submerged iceberg?,false,3093753331,Fox2,pfox6060,"Ottawa, Ontario"
638625d2073ea59a7af54deb,Tue Nov 29 15:29:26 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RVAwonk @derya555 All this stuff: psyops, conspiracy theories, are cool in comics but in real life you just sound crazy.",false,1.07075E+18,Craig Beckett,billsbahd,"Ottawa, Ontario"
638625d2073ea59a7af54dec,Tue Nov 29 15:29:25 +0000 2022,0,false,1.59761E+18,false,en,false,0,false,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","As we wind down our #HelpUsRise2022 campaign, check out the latest cities to make it on the CCFWE #proclamation map… https://t.co/5oCeaIGo0r",true,1.21511E+18,Canadian Center For Women’s Empowerment (CCFWE),ccfwe,"Ottawa, Ontario"
638625d2073ea59a7af54ded,Tue Nov 29 15:29:23 +0000 2022,0,false,1.59761E+18,true,en,false,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I mean, if even only a fraction of the bad news about COVID is true, we’re pretty f*cked. And people don’t seem eve… https://t.co/Ee2ZsPJllg",true,21220435,Rocket 57 @rocket57@mastodon.online,Rocket57,Ottawa/Gatineau
638625d2073ea59a7af54dee,Tue Nov 29 15:29:22 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@tattyoIdthing @221_Otsanda Oh yes, I do an exercise class that’s partly tai chi and it’s also very soothing as wel… https://t.co/XTgGjmxKQa",true,18697376,Sarah ❄️ 🎄 ❄️,sourcitruslady,Ottawa
638625d2073ea59a7af54def,Tue Nov 29 15:29:22 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MikeGrinnell_ @spittinchiclets We need more Jamaican @ryanwhitney6 stories 😂,false,221631833,Tyler O'Brien,TOBrien22,"Ottawa, Ontario"
638625d2073ea59a7af54df0,Tue Nov 29 15:29:22 +0000 2022,0,false,1.59761E+18,false,en,,0,false,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iowahawkblog I once made the mistake of mixing up the team nicknames with an Ames alumni.,false,1.42741E+18,coolelk 🇺🇦 🇨🇦🌻🐴,anothercoolelk,"Ottawa, Ontario"
